id,Annee,v1,v2,lat_v1,lng_v1,lat_v2,lng_v2,Dessertes,Pax_Total,Pax_reg,Pax_Non_rég,Fret_Total
37,1999,PARIS,PERIGUEUX,48.72,2.38,45.20,0.82,1615,27941,27850,91,0
179,2004,PARIS,PERIGUEUX,48.72,2.38,45.20,0.82,1573,18049,17903,146,
397,2014,PARIS,PERIGUEUX,48.72,2.38,45.20,0.82,819,5170,5071,99,0
13,1999,PARIS,PERPIGNAN,48.72,2.38,42.74,2.87,4958,475894,475894,,294.1
162,2004,PARIS,PERPIGNAN,48.72,2.38,42.74,2.87,2767,276399,275423,976,3.3
274,2009,PARIS,PERPIGNAN,48.72,2.38,42.74,2.87,2761,254668,254115,553,1.0
379,2014,PARIS,PERPIGNAN,48.72,2.38,42.74,2.87,2994,210044,210044,0,1
515,2019,PARIS,PERPIGNAN,48.72,2.38,42.74,2.87,2882,254667,253965,702,0
21,1999,PARIS,QUIMPER,48.72,2.38,47.98,2.00,2384,153224,153162,62,35
165,2004,PARIS,QUIMPER,48.72,2.38,47.98,2.00,2386,133915,133733,182,10.4
279,2009,PARIS,QUIMPER,48.72,2.38,47.98,2.00,2270,112885,112885,0,0.4
386,2014,PARIS,QUIMPER,48.72,2.38,47.98,2.00,1966,93336,93165,171,0
524,2019,PARIS,QUIMPER,48.72,2.38,47.98,2.00,1272,49024,49024,0,0
25,1999,PARIS,RENNES,48.72,2.38,48.07,-1.73,4219,106025,105973,52,1012.5
167,2004,PARIS,RENNES,48.72,2.38,48.07,-1.73,3949,103589,103554,35,142.6
281,2009,PARIS,RENNES,48.72,2.38,48.07,-1.73,2983,89972,89929,43,187.0
383,2014,PARIS,RENNES,48.72,2.38,48.07,-1.73,3094,117107,116851,256,329
519,2019,PARIS,RENNES,48.72,2.38,48.07,-1.73,2560,149007,148830,177,767
46,1999,PARIS,ROANNE,48.72,2.38,46.05,4.00,892,10038,9945,93,0
27,1999,PARIS,RODEZ,48.72,2.38,44.05,2.48,1605,82127,67337,14790,4
169,2004,PARIS,RODEZ,48.72,2.38,44.05,2.48,1711,74120,73470,650,0.9
282,2009,PARIS,RODEZ,48.72,2.38,44.05,2.48,1710,61747,61667,80,0.1
387,2014,PARIS,RODEZ,48.72,2.38,44.05,2.48,1678,62433,62408,25,0
522,2019,PARIS,RODEZ,48.72,2.38,44.05,2.48,1670,50823,50823,0,0
45,1999,PARIS,ST-BRIEUC,48.72,2.38,48.54,-2.86,1097,10127,10036,91,1
32,1999,PARIS,ST-ETIENNE,48.72,2.38,45.53,4.30,1373,66404,66374,30,14
6,1999,PARIS,STRASBOURG,48.72,2.38,48.54,7.63,12608,1284456,1282839,1617,1032.4
151,2004,PARIS,STRASBOURG,48.72,2.38,48.54,7.63,10824,1029919,1029691,228,428.3
272,2009,PARIS,STRASBOURG,48.72,2.38,48.54,7.63,6827,354613,354450,163,149.4
382,2014,PARIS,STRASBOURG,48.72,2.38,48.54,7.63,2883,157207,157207,0,17
31,1999,PARIS,TARBES,48.72,2.38,43.19,0.00,740,75571,75307,264,22
174,2004,PARIS,TARBES,48.72,2.38,43.19,0.00,1010,51732,51515,217,0.1
280,2009,PARIS,TARBES,48.72,2.38,43.19,0.00,2071,110099,109682,417,0.3
385,2014,PARIS,TARBES,48.72,2.38,43.19,0.00,1929,100968,100968,0,0
520,2019,PARIS,TARBES,48.72,2.38,43.19,0.00,1922,134160,133811,349,4
376,2014,PARIS,TOULON,48.72,2.38,43.10,6.15,4045,415275,414927,348,0
513,2019,PARIS,TOULON,48.72,2.38,43.10,6.15,4631,392272,391520,752,4
9,1999,PARIS,TOULON,48.72,2.38,43.10,6.15,7159,665212,664987,225,637.9
157,2004,PARIS,TOULON,48.72,2.38,43.10,6.15,4111,457237,456750,487,0.6
270,2009,PARIS,TOULON,48.72,2.38,43.10,6.15,3936,419534,419413,121,0.2
2,1999,PARIS,TOULOUSE,48.72,2.38,43.63,1.37,32633,2955423,2949392,6031,10901.4
148,2004,PARIS,TOULOUSE,48.72,2.38,43.63,1.37,26592,2934798,2932309,2489,5433.5
260,2009,PARIS,TOULOUSE,48.72,2.38,43.63,1.37,26216,2964620,2964196,424,3355.4
364,2014,PARIS,TOULOUSE,48.72,2.38,43.63,1.37,24795,3158331,3157692,639,6531
501,2019,PARIS,TOULOUSE,48.72,2.38,43.63,1.37,23627,3216301,3215907,394,15115
133,1999,RENNES,STRASBOURG,48.07,-1.73,48.54,7.63,1171,13786,9391,4395,0
232,2004,RENNES,STRASBOURG,48.07,-1.73,48.54,7.63,1050,23743,23646,97,0.6
637,2019,RENNES,STRASBOURG,48.07,-1.73,48.54,7.63,128,6229,6113,116,0
79,1999,RENNES,TOULOUSE,48.07,-1.73,43.63,1.37,1329,38545,38474,71,4
219,2004,RENNES,TOULOUSE,48.07,-1.73,43.63,1.37,1606,47271,47191,80,0.6
324,2009,RENNES,TOULOUSE,48.07,-1.73,43.63,1.37,1701,59847,59416,431,0.2
437,2014,RENNES,TOULOUSE,48.07,-1.73,43.63,1.37,1673,59640,59413,227,0
566,2019,RENNES,TOULOUSE,48.07,-1.73,43.63,1.37,1614,92807,92673,134,0
357,2009,ST-NAZAIRE,TOULOUSE,47.31,-2.16,43.63,1.37,1185,12643,4391,8252,8742
474,2014,ST-NAZAIRE,TOULOUSE,47.31,-2.16,43.63,1.37,1248,14516,14253,263,10848
624,2019,ST-NAZAIRE,TOULOUSE,47.31,-2.16,43.63,1.37,1393,14762,6029,8733,15853
83,1999,STRASBOURG,TOULOUSE,48.54,7.63,43.63,1.37,3018,36446,25695,10751,6
211,2004,STRASBOURG,TOULOUSE,48.54,7.63,43.63,1.37,2052,60723,60722,1,2.3
316,2009,STRASBOURG,TOULOUSE,48.54,7.63,43.63,1.37,1785,77559,77511,48,20.3
417,2014,STRASBOURG,TOULOUSE,48.54,7.63,43.63,1.37,1134,122012,121920,92,0
551,2019,STRASBOURG,TOULOUSE,48.54,7.63,43.63,1.37,1497,137569,137432,137,0
435,2014,TOULOUSE,BALE-MULHOUSE,43.63,1.37,47.59,7.53,456,62037,62029,8,0
574,2019,TOULOUSE,BALE-MULHOUSE,43.63,1.37,47.59,7.53,545,78799,78798,1,0,
